headword,pinyin_tone,pinyin_plain,definition
询事考言,xúnshìkǎoyán,xunshikaoyan,询查询；考考核。查询、考核所做的事和所说的话◇多指对官员的考核。
询于刍荛,xúnyúchúráo,xunyuchurao,询问；刍荛割草打柴的人，借指地位低微的人。指向普通老百姓了解情况，征求意见。
循常习故,xúnchángxígù,xunchangxigu,循常遵循常规。习故学习陈旧的作风。遵守旧规，沿袭先例。形容因袭保守，不愿变通。亦作循故袭常”、履常蹈故”、遵常守故”。
循次而进,xúncìérjìn,xuncierjin,循依照，顺着。依照一定的步聚或次序逐步推进或提高。亦作循次渐进”、循序渐进”。
循环往复,xúnhuánwǎngfù,xunhuanwangfu,周而复始，去而复来。指反复进行，没有止息。
循环无端,xúnhuánwúduān,xunhuanwuduan,①往复回旋，没有终始。②形容反复进行，没完没了。
循名核实,xúnmínghéshí,xunmingheshi,犹言循名责实。按着名称或名义去寻找实际内容，使得名实相符。
循名覈实,xúnmínghéshí,xunmingheshi,犹言循名责实。按着名称或名义去寻找实际内容，使得名实相符。
循名考实,xúnmíngkǎoshí,xunmingkaoshi,循依照；责要求。按其名而求其实，要求名实相符。亦作循名责实。
循名课实,xúnmíngkèshí,xunmingkeshi,犹言循名责实。按着名称或名义去寻找实际内容，使得名实相符。
循诵习传,xúnsòngxíchuán,xunsongxichuan,①指习惯于读死书、传旧闻。②指诵习。
循涂守辙,xúntúshǒuzhé,xuntushouzhe,遵守规矩。亦作循途守辙”。
循途守辙,xúntúshǒuzhé,xuntushouzhe,遵守规矩。同循涂守辙”。
训格之言,xùngézhīyán,xungezhiyan,指可以奉为行为准则的教诲之言。
训练有素,xùnliànyǒusù,xunlianyousu,素平素，向来。平时一直有严格的训练。
迅电流光,xùndiànliúguāng,xundianliuguang,比喻光阴像电光迅速地消逝。
迅雷风烈,xùnléifēngliè,xunleifenglie,犹言迅雷烈风。
徇国忘身,xùnguówàngshēn,xunguowangshen,徇为国献身。为国尽忠而将个人得失、安危置之度外。
徇情枉法,xùnqíngwǎngfǎ,xunqingwangfa,徇曲从；枉使歪曲。曲从私情，歪曲和破坏法律，胡乱断案。
徇私枉法,xùnsīwǎngfǎ,xunsiwangfa,迁就私情而违反法纪。
徇私舞弊,xùnsīwǔbì,xunsiwubi,徇曲从；舞舞弄，耍花样。为了私人关系而用欺骗的方法做违法乱纪的事。
徇私作弊,xùnsīzuòbì,xunsizuobi,为了私情而弄虚作假。
逊志时敏,xùnzhìshímǐn,xunzhishimin,谦虚好学，时刻策励自己。
噀玉喷珠,xùnyùpēnzhū,xunyupenzhu,形容口齿伶俐，说话悦耳动听。
压倒元白,yādǎoyuánbái,yadaoyuanbai,元、白指唐代诗人元稹和白居易。用来比喻作品胜过同时代有名的作家。
压肩迭背,yājiāndiébèi,yajiandiebei,迭重迭。形容观看的人极多。
压肩叠背,yājiāndiébèi,yajiandiebei,指人众多密集。
压卷之作,yājuànzhīzuò,yajuanzhizuo,压超过。指诗文书画中能超过其它同类作品的、最出色的作品。
压良为贱,yāliángwéijiàn,yaliangweijian,旧指强买平民女子为奴婢。
压雪求油,yāxuěqiúyóu,yaxueqiuyou,比喻难以作到的事。
鸦巢生凤,yācháoshēngfèng,yachaoshengfeng,乌鸦的窝里生出了凤凰。比喻贫苦人家培养出了才化的人物。
鸦飞雀乱,yāfēiquèluàn,yafeiqueluan,形容十分纷乱的样子。
鸦飞鹊乱,yāfēiquèluàn,yafeiqueluan,①犹言絮絮唂耳。②形容纷乱。
鸦没鹊静,yāméiquèjìng,yameiquejing,形容没有一点声息。同鸦默雀静”。
鸦默雀静,yāmòquèjìng,yamoquejing,连乌鸦麻雀的声音都没有。形容没有一点声息。
鸦默鹊静,yāmòquèjìng,yamoquejing,形容没有一点声息。同鸦默雀静”。
鸦雀无闻,yāquèwúwén,yaquewuwen,连乌鸦麻雀的声音都没有。形容非常静。
鸦鹊无声,yāquèwúshēng,yaquewusheng,形容非常静。同鸦雀无声”。
鸭行鹅步,yāxíngébù,yaxingebu,步走。象鹅和鸭子那样的走路。比喻步行缓慢。
牙白口清,yábáikǒuqīng,yabaikouqing,比喻说话清楚。
牙签锦轴,yáqiānjǐnzhóu,yaqianjinzhou,卷型古书的标签和卷轴。借指书籍。形容书籍之精美。同牙签玉轴”。
牙签万轴,yáqiānwànzhóu,yaqianwanzhou,形容藏书非常多。
牙签犀轴,yáqiānxīzhóu,yaqianxizhou,卷型古书的标签和卷轴。借指书籍。形容书籍之精美。同牙签玉轴”。
牙签玉轴,yáqiānyùzhóu,yaqianyuzhou,卷型古书的标签和卷轴。借指书籍。牙，象牙；玉，美玉。形容书籍之精美。
衙官屈宋,yáguānqūsòng,yaguanqusong,衙官军府的属官；屈屈原；宋宋玉。要以屈原、宋玉为属官。原为自夸文章好◇也用以称赞别人的文采。
哑口无声,yǎkǒuwúshēng,yakouwusheng,形容理屈词穷的样子。同哑口无言”。
哑口无言,yǎkǒuwúyán,yakouwuyan,哑口象哑巴一样。象哑巴一样说不出话来。形容理屈词穷的样子。
哑然失笑,yǎránshīxiào,yaranshixiao,失笑忍不住地笑起来。禁不住笑出声来。
哑子吃黄连,yǎzǐchīhuánglián,yazichihuanglian,歇后语。比喻有苦说不出。
哑子托梦,yǎzǐtuōmèng,yazituomeng,比喻有话或苦衷说不出。同哑子做梦”。
哑子寻梦,yǎzǐxúnmèng,yazixunmeng,比喻有话或苦衷说不出。同哑子做梦”。
哑子做梦,yǎzǐzuòmèng,yazizuomeng,比喻有话或苦衷说不出。
雅量高致,yǎliànggāozhì,yalianggaozhi,气度宽宏，情致高雅。
雅雀无声,yǎquèwúshēng,yaquewusheng,形容静默之极。雅，鸦”的古字。
雅人清致,yǎrénqīngzhì,yarenqingzhi,形容人的言谈举止不俗。同雅人深致”。
雅人深致,yǎrénshēnzhì,yarenshenzhi,雅高雅，高尚；致情趣。人品高尚，情趣深远。原是赞赏《诗经·大雅》的作者有深刻的见解◇形容人的言谈举止不俗。
雅人韵士,yǎrényùnshì,yarenyunshi,高雅而有风致的文人。
亚肩迭背,yàjiāndiébèi,yajiandiebei,肩压肩，背挨背。形容人多拥挤。
亚肩叠背,yàjiāndiébèi,yajiandiebei,前后的人肩背紧挨着。形容人多拥挤。
咽苦吐甘,yànkǔtǔgān,yankutugan,指母亲自己吃粗劣食物，而以甘美之物哺育婴儿。形容母爱之深。
咽苦吞甘,yànkǔtūngān,yankutungan,犹咽苦吐甘。偏指吃苦。
烟波钓徒,yānbōdiàotú,yanbodiaotu,烟波水波渺茫，看远处有如烟雾笼罩；钓钓鱼。旧指隐逸于渔的人。
烟波浩渺,yānbōhàomiǎo,yanbohaomiao,烟波雾霭苍茫的水面；浩渺水面辽阔。形容烟雾笼罩的江湖水面广阔无边。
烟不出火不进,yānbùchūhuǒbùjìn,yanbuchuhuobujin,形容人慢性子，不爱说话。
烟断火绝,yānduànhuǒjué,yanduanhuojue,指人烟灭绝。
烟飞星散,yānfēixīngsàn,yanfeixingsan,形容离散。
烟霏雾集,yānfēiwùjí,yanfeiwuji,形容众多。
烟霏雨散,yānfēiyǔsàn,yanfeiyusan,形容众多。
烟花风月,yānhuāfēngyuè,yanhuafengyue,指男女情爱之事。
烟聚波属,yānjùbōshǔ,yanjuboshu,如烟之相聚，波之相接。比喻接连而来，聚集甚多。
烟视媚行,yānshìmèixíng,yanshimeixing,烟视微视；媚行慢行。形容害羞不自然的样子。
烟蓑雨笠,yānsuōyǔlì,yansuoyuli,①指蓑衣斗笠两种雨具。②借指隐者的服装或隐者优游自适的生活。
烟霞痼疾,yānxiágùjì,yanxiaguji,烟霞指山水；痼疾久治不愈的病，比喻积久成习，不易改变的嗜好、习惯。指爱好山水成癖。
烟消火灭,yānxiāohuǒmiè,yanxiaohuomie,比喻事物消灭干净。
烟消雾散,yānxiāowùsàn,yanxiaowusan,比喻事物消失得干干净净。同烟消云散”。
烟销灰灭,yānxiāohuīmiè,yanxiaohuimie,比喻事物消失，不见踪迹。
烟炎张天,yānyánzhāngtiān,yanyanzhangtian,烟火遮满天空。炎同焰。
烟云过眼,yānyúnguòyǎn,yanyunguoyan,象烟云在眼前一晃而过。比喻事物很快就成为过去。也比喻身外之物，不必重视。
淹会贯通,yānhuìguàntōng,yanhuiguantong,犹融会贯通。把各方面的知识和道理融化汇合，得到全面透彻的理解。
淹旬旷月,yānxúnkuàngyuè,yanxunkuangyue,淹滞留。旷荒废。拖延时日，荒废岁月。
淹淹一息,yānyānyīxī,yanyanyixi,形容呼吸微弱，濒于死亡。同奄奄一息”。
湮没无闻,yānmòwúwén,yanmowuwen,湮埋没；无闻没有知道。名声被埋没，没人知道。
嫣红姹紫,yānhóngchàzǐ,yanhongchazi,指花色娇艳，亦指娇艳的花。
嫣然一笑,yānrányīxiào,yanranyixiao,嫣然笑得很美的样子（指女性）。形容女子笑得很美。
延津较,yánjīnjiànhé,yanjinjianhe,指晋时龙泉、太阿两剑在延津会合的故事◇比喻因缘会合。
延津之合,yánjīnzhīhé,yanjinzhihe,指晋时龙泉、太阿两剑在延津会合的故事◇比喻因缘会合。同延津较”。
延颈鹤望,yánjǐnghèwàng,yanjinghewang,像鹤一样伸长颈子盼望。比喻盼望心切。
延颈举踵,yánjǐngjǔzhǒng,yanjingjuzhong,踵脚后跟。伸长勃子，踮起脚跟。形容盼望十分殷切。
延颈跂踵,yánjǐngqǐzhǒng,yanjingqizhong,形容仰慕或企望之切。同延颈企踵”。
严陈以待,yánchényǐdài,yanchenyidai,指做好充分战斗准备，等待着敌人。同严阵以待”。
严惩不贷,yánchéngbùdài,yanchengbudai,惩处罚；贷宽容。严厉惩罚，绝不宽恕。
严家饿隶,yánjiāèlì,yanjiaeli,形容拘谨的书法风格。
严气正性,yánqìzhèngxìng,yanqizhengxing,气脾气；性性格。性格刚直，毫不苟且。
严霜烈日,yánshuānglièrì,yanshuanglieri,比喻艰苦环境下的严峻考验或经受此考验的刚毅节操。亦作烈日秋霜”、秋霜烈日”。
严刑峻法,yánxíngjùnfǎ,yanxingjunfa,峻严酷。严厉的刑吠严峻的法令。
严刑峻制,yánxíngjùnzhì,yanxingjunzhi,犹言严刑峻法。严厉的刑吠严峻的法令。
严以律己，宽以待人,yányǐlǜjǐ，kuānyǐdàirén,yanyilvji，kuanyidairen,律约束。对自己要求严格，待别人则很宽厚。
严于律己,yányúlǜjǐ,yanyulvji,律约束。严格地约束自己。
严于律已,yányúlǜjǐ,yanyulvji,律约束。严格要求自己。
妍蚩好恶,yánchīhǎoè,yanchihaoe,妍美丽。蚩通媸”，丑陋，丑恶。美丽、丑陋、好与坏。原指写作的得失。
妍姿艳质,yánzīyànzhì,yanziyanzhi,形容女子的体态容貌很美。
言必信，行必果,yánbìxìn，xíngbìguǒ,yanbixin，xingbiguo,信守信用；果果断，坚决。说了就一定守信用，做事一定办到。
言必有据,yánbìyǒujù,yanbiyouju,言说话；据依据。说话一定要有根据。
言必有物,yánbìyǒuwù,yanbiyouwu,指言论或文章内容充实。
言不达意,yánbùdáyì,yanbudayi,说的话不能准确地表达思想内容。亦作言不逮意”。
言不逮意,yánbùdǎiyì,yanbudaiyi,说的话不能准确地表达思想内容。同言不达意”。
言不二价,yánbùèrjià,yanbuerjia,货物的价钱说一不二。同言无二价”。
言不顾行,yánbùgùxíng,yanbuguxing,说话与行事不相符合。
言不及行,yánbùjíxíng,yanbujixing,指言行不一。
言不由中,yánbùyóuzhōng,yanbuyouzhong,指心口不一致。同言不由衷”。
言出祸从,yánchūhuòcóng,yanchuhuocong,话一出口，祸患随之而来。
言出祸随,yánchūhuòsuí,yanchuhuosui,话一出口，祸患随之而来。同言出祸从”。
言从计纳,yáncóngjìnà,yancongjina,讲的话、出的主意，都听从采纳。
言从计听,yáncóngjìtīng,yancongjiting,形容对某人十分信任。同言听计从”。
言从计行,yáncóngjìxíng,yancongjixing,形容对某人十分信任。同言行计从”。
言颠语倒,yándiānyǔdǎo,yandianyudao,说话颠三倒四。
言多必失,yánduōbìshī,yanduobishi,话说多了一定有失误。
言多伤行,yánduōshāngxíng,yanduoshangxing,话多易出问题，以致言行不一，使品行受损害。
言多伤幸,yánduōshāngxìng,yanduoshangxing,话多易出问题，以致言行不一，使品行受损害。同言多伤行”。
言多伤倖,yánduōshāngxìng,yanduoshangxing,话多易出问题，以致言行不一，使品行受损害。同言多伤行”。
言而不信,yánérbùxìn,yanerbuxin,说话不讲信用。
言而无文，行之不远,yánérwúwén，xíngzhībùyuǎn,yanerwuwen，xingzhibuyuan,文章没有文采，就不能流传很远。同言之无文，行之不远”。
言而无信,yánérwúxìn,yanerwuxin,说话不算数，没有信用。
言而有信,yánéryǒuxìn,yaneryouxin,说话靠得住，有信用。
言发祸随,yánfāhuòsuí,yanfahuosui,话一出口，祸患随之而来。同言出祸从”。
言方行圆,yánfāngxíngyuán,yanfangxingyuan,指言论正直而行为圆滑。
言芳行洁,yánfāngxíngjié,yanfangxingjie,指言行高洁。
言高语低,yángāoyǔdī,yangaoyudi,说话不知轻重，没有分寸。
言寡尤，行寡悔,yánguǎyóu，xíngguǎhuǐ,yanguayou，xingguahui,指说话做事很少犯错误。
言归和好,yánguīhéhǎo,yanguihehao,指彼此重新和好。同言归于好”。
言和意顺,yánhéyìshùn,yanheyishun,言语和顺，情意相谐。
言简义丰,yánjiǎnyìfēng,yanjianyifeng,语言简练，含意丰富。
言简意该,yánjiǎnyìgāi,yanjianyigai,形容说话写文章简明扼要。同言简意赅”。
言简意少,yánjiǎnyìshǎo,yanjianyishao,简简练。语言简洁，内容贫乏。
言简意深,yánjiǎnyìshēn,yanjianyishen,言辞简练，含意深刻。
言近意远,yánjìnyìyuǎn,yanjinyiyuan,话很浅近，含义却很深远。同言近旨远”。
言近指远,yánjìnzhǐyuǎn,yanjinzhiyuan,话很浅近，含义却很深远。同言近旨远”。
言来语去,yánláiyǔqù,yanlaiyuqu,指谈笑时你一言我一语，彼此应对。
言类悬河,yánlèixuánhé,yanleixuanhe,形容能言善辩，说话滔滔不绝。
言论风生,yánlùnfēngshēng,yanlunfengsheng,形容言谈议论时兴致很高，气氛活跃。
言气卑弱,yanqibeiruo,yanqibeiruo,说话的态度谦虚温顺。
言清行浊,yánqīngxíngzhuó,yanqingxingzhuo,清清高；浊浑浊，指低下。说的是清白好话，十的是污浊坏事。形容人言行不一。
言若悬河,yánruòxuánhé,yanruoxuanhe,形容能言善辩，说话滔滔不绝。同言类悬河”。
言三语四,yánsānyǔsì,yansanyusi,言、语说、讲。形容人多嘴杂，议论纷纷。
言十妄九,yánshíwàngjiǔ,yanshiwangjiu,形容说话虚妄不实。
言是人非,yánshìrénfēi,yanshirenfei,指言论无可非议，但为人不可取。
言谈举止,yántánjǔzhǐ,yantanjuzhi,人的言语、举动、行为。
言谈林薮,yántánlínsǒu,yantanlinsou,林薮人或物聚集的地方。指关于谈论的人。
言提其耳,yántíqíěr,yantiqier,揪着他耳朵。指恳切地教诲。言，助词。
言听计行,yántīngjìxíng,yantingjixing,形容对某人十分信任。同言听计从”。
言听计用,yántīngjìyòng,yantingjiyong,形容对某人十分信任。同言听计从”。
言听谋决,yántīngmóujué,yantingmoujue,指说的话听从照办，出的主意决定实行。
言听事行,yántīngshìxíng,yantingshixing,指说话能听从，事情能执行。
言听行从,yántīngxíngcóng,yantingxingcong,指说话、做事有人听从。形容威望很高。
言外之味,yánwàizhīwèi,yanwaizhiwei,语言中含而不露的深长意味。
言文行远,yánwénxíngyuǎn,yanwenxingyuan,言辞有文采，才能传播远方或影响后世。
言无不尽,yánwúbùjìn,yanwubujin,把内心的话说尽，毫不保留。
言无二价,yánwúèrjià,yanwuerjia,货物的价钱说一不二。
言无伦次,yánwúlúncì,yanwulunci,语言杂乱无章。
言笑不苟,yánxiàobùgǒu,yanxiaobugou,不随便谈笑。形容态度严肃庄重。同不苟言笑”。
言笑晏晏,yánxiàoyànyàn,yanxiaoyanyan,说说笑笑，和柔温顺。
言笑自如,yánxiàozìrú,yanxiaoziru,谈笑如常，十分镇定。
言笑自若,yánxiàozìruò,yanxiaoziruo,谈笑如常，十分镇定。
言信行果,yánxìnxíngguǒ,yanxinxingguo,说了就一定守信用，做事一定办到。同言必信，行必果。”
言行抱一,yánxíngbàoyī,yanxingbaoyi,犹言言行一致。说的和做的完全一个样。
言行不贰,yánxíngbùèr,yanxingbuer,犹言言行一致。说的和做的完全一个样。
言行不符,yánxíngbùfú,yanxingbufu,说的和做的不相符合。
言行不一,yánxíngbùyī,yanxingbuyi,说的是一套，做的又是另外一套。
言行计从,yánxíngjìcóng,yanxingjicong,说的话出的主意都采纳照办。形容深被信任。
言行若一,yánxíngruòyī,yanxingruoyi,说的和做的完全一个样。指人表里如一。
言行相悖,yánxíngxiāngbèi,yanxingxiangbei,说话和行动不一致，互相矛盾。
言行相符,yánxíngxiāngfú,yanxingxiangfu,说的和做的相符合。
言行相副,yánxíngxiāngfù,yanxingxiangfu,说的和做的相符合。同言行相符”。
言行相顾,yánxíngxiānggù,yanxingxianggu,指言行不互相矛盾。
言行相诡,yánxíngxiāngguǐ,yanxingxianggui,诡违反，违背。说的和做的相违背。指言行不一。
言行信果,yánxíngxìnguǒ,yanxingxinguo,说了就一定守信用，做事一定办到。同言必信，行必果”。
言行一致,yánxíngyīzhì,yanxingyizhi,说的和做的完全一个样。
言扬行举,yányángxíngjǔ,yanyangxingju,根据德行和名声来选择人才。
言有尽而意无穷,yányǒujìnéryìwúqióng,yanyoujineryiwuqiong,指诗文含义深刻，令人品味不尽。
言与心违,yányǔxīnwéi,yanyuxinwei,言语与心意相违背。
言语道断,yányǔdàoduàn,yanyudaoduan,原为佛家语，指意义深奥微妙，无法用言辞表达◇指不能通过交谈、谈判的方法解决问题。
言语路绝,yányǔlùjué,yanyulujue,犹言言语道断。指不能通过交谈、谈判的方法解决问题。
言语妙天下,yányǔmiàotiānxià,yanyumiaotianxia,形容言语非常精妙。
言约旨远,yányuēzhǐyuǎn,yanyuezhiyuan,言辞简练，含意深远。
言者不知,yánzhěbùzhī,yanzhebuzhi,指多言多语的人缺乏智能。
言者弗知,yánzhěfúzhī,yanzhefuzhi,指多言多语的人缺乏智能。同言者不知”。
言者谆谆，听者藐藐,yánzhězhūnzhūn，tīngzhěmiǎomiǎo,yanzhezhunzhun，tingzhemiaomiao,谆谆教诲不倦的样子；藐藐疏远的样子。说的人很诚恳，听的人却不放在心上。形容徒费口舌。
言之不文，行之不远,yánzhībùwén，xíngzhībùyuǎn,yanzhibuwen，xingzhibuyuan,文章没有文采，就不能流传很远。同言之无文，行而不远”。
言之不预,yánzhībùyù,yanzhibuyu,没有预先说明。
言之成理,yánzhīchénglǐ,yanzhichengli,之代词，指所说的话。话说得有一定道理。
言之过甚,yánzhīguòshèn,yanzhiguoshen,话说得太过头了。
言之无文，行而不远,yánzhīwúwén，xíngérbùyuǎn,yanzhiwuwen，xingerbuyuan,文章没有文采，就不能流传很远。
言之无文，行之不远,yánzhīwúwén，xíngzhībùyuǎn,yanzhiwuwen，xingzhibuyuan,说话没有文采，就传播不远。亦作言之无文，行而不远”、言之不文，行之不远”。
言之有故,yánzhīyǒugù,yanzhiyougu,所说的话有根据。同言之成理”。
言之有礼,yánzhīyǒulǐ,yanzhiyouli,说的话有道理。
言之有理,yánzhīyǒulǐ,yanzhiyouli,说的话有道理。
言之有物,yánzhīyǒuwù,yanzhiyouwu,物内容。文章或讲话有具体内容。
言之有序,yánzhīyǒuxù,yanzhiyouxu,说话和写文章很有条理。
言之凿凿,yánzhīzáozáo,yanzhizaozao,凿凿确实。形容说得非常确实。
言之谆谆，听之藐藐,yánzhīzhūnzhūn，tīngzhīmiǎomiǎo,yanzhizhunzhun，tingzhimiaomiao,说的人很诚恳，听的人却不放在心上。
言中事隐,yánzhōngshìyǐn,yanzhongshiyin,指言语虽然委曲却中正不偏，论事虽然放纵却隐藏着精深的道理。
言重九鼎,yánzhòngjiǔdǐng,yanzhongjiuding,形容说话有分量，比较比来九鼎也不算重。
岩居川观,yánjūchuānguān,yanjuchuanguan,居于岩穴而观赏川流。形容隐居生活悠闲自适，超然世外。
岩居穴处,yánjūxuéchǔ,yanjuxuechu,指隐居深山洞穴之中。
岩栖谷饮,yánqīgǔyǐn,yanqiguyin,指隐居山谷之中。同岩栖谷隐”。
岩栖谷隐,yánqīgǔyǐn,yanqiguyin,指隐居山谷之中。亦作岩栖谷饮”。
岩栖穴处,yánqīxuéchǔ,yanqixuechu,指隐居深山洞穴之中。
岩穴之士,yánxuézhīshì,yanxuezhishi,指隐士。古时隐士多山居，故称。
沿波讨源,yánbōtǎoyuán,yanbotaoyuan,沿波顺着水流；讨源探索源头。循着水流寻找源头。原比喻作文时由次要的写到主要的，最后点出主题◇比喻探讨事物的本末。
沿才受职,yáncáishòuzhí,yancaishouzhi,根据人的才能授以相称的职务。
沿流讨源,yánliútǎoyuán,yanliutaoyuan,犹沿波讨源。比喻探讨事物的本末。
沿门持钵,yánménchíbō,yanmenchibo,原指僧、尼挨门向人求布施，后泛指到处乞求施舍。
沿门讬钵,yánméntuōbō,yanmentuobo,泛指到处乞求施舍。同沿门持钵”。
沿门托钵,yánméntuōbō,yanmentuobo,钵和尚吃东西用的器具。原指僧徒化缘。比喻挨家乞讨。
炎黄子孙,yánhuángzǐsūn,yanhuangzisun,炎黄炎帝神农氏和黄帝有熊氏，代表中华民族的祖先。炎帝和黄帝的后代。指中华民族的后代。亦作黄炎子孙”。
炎凉世态,yánliángshìtài,yanliangshitai,炎指亲热。凉指冷淡。世态人情世故。指有的人得势时就巴结奉迎，失势时就十分冷淡。
研机综微,yánjīzōngwēi,yanjizongwei,研究综合事理的深奥精微之处。
研京练都,yánjīngliàndōu,yanjingliandou,指文思缜密而迟缓。
研经铸史,yánjīngzhùshǐ,yanjingzhushi,精研经史。形容学问渊博。
研精毕智,yánjīngbìzhì,yanjingbizhi,犹研精竭虑。专心研究，尽力思考。
研精阐微,yánjīngchǎnwēi,yanjingchanwei,研究阐明精深微妙之理。
研精殚力,yánjīngdānlì,yanjingdanli,专心研究，尽力思考。同研精竭虑”。
研精殚思,yánjīngdānsī,yanjingdansi,专心研究，尽力思考。同研精竭虑”。
研精钩深,yánjīnggōushēn,yanjinggoushen,钩深探取深沉的东西。研究探索精微的道理，探求深奥的学问。
研精竭虑,yánjīngjiélǜ,yanjingjielv,专心研究，尽力思考。
研精究微,yánjīngjiūwēi,yanjingjiuwei,研究事理深奥微妙之处。同研精阐微”。
研精苦思,yánjīngkǔsī,yanjingkusi,精心研究，深入思考。同研精覃思”。
研精覃思,yánjīngtánsī,yanjingtansi,研研究；精细密；覃深入；思思考。精心研究，深入思考。
研精致思,yánjīngzhìsī,yanjingzhisi,专心研究，尽力思考。
研桑心计,yánsāngxīnjì,yansangxinji,研计研，一名计然，春秋时越国范蠡的老师，善经商；桑呻羊，汉武帝时的御史大夫，长于理财。形容善于经商致富。
盐梅相成,yánméixiāngchéng,yanmeixiangcheng,盐味与酸味相调和。比喻济世的贤臣。
盐梅之寄,yánméizhījì,yanmeizhiji,比喻可托付重任。
盐梅舟楫,yánméizhōují,yanmeizhouji,盐和梅调和，舟和楫配合。比喻辅佐的贤臣。
颜丹鬓绿,yándānbìnlǜ,yandanbinlv,面红，头发黑。形容年少之貎。
颜骨柳筋,yángǔliǔjīn,yanguliujin,指颜柳两家书法挺劲有力，但风格有所不同。也泛称书法极佳。同颜筋柳骨”。
颜筋柳骨,yánjīnliǔgǔ,yanjinliugu,颜唐代书法家颜真卿；柳唐代书法家柳公权。指颜柳两家书法挺劲有力，但风格有所不同。也泛称书法极佳。
颜精柳骨,yánjīngliǔgǔ,yanjingliugu,指颜柳两家书法挺劲有力，但风格有所不同。也泛称书法极佳。同颜筋柳骨”。
颜面扫地,yánmiànsǎodì,yanmiansaodi,比喻面子丧失干净。
奄奄一息,yǎnyǎnyīxī,yanyanyixi,奄奄呼吸微弱的样子。只剩下一口气。形容临近死亡。
俨乎其然,yǎnhūqírán,yanhuqiran,十分严肃正经的样子。带有讽刺意味。
偃兵修文,yǎnbīngxiūwén,yanbingxiuwen,停止武事，振兴文教。同偃武修文”。
偃革倒戈,yǎngédǎogē,yangedaoge,指停息武备，不事战争。
偃革尚文,yǎngéshàngwén,yangeshangwen,停息武备，注重文教。
偃革为轩,yǎngéwéixuān,yangeweixuan,指停息武备，修治文教。
偃甲息兵,yǎnjiǎxībīng,yanjiaxibing,甲古代作战时穿的护身服。兵兵器。停止战争。
偃旗仆鼓,yǎnqípúgǔ,yanqipugu,原指行军时隐蔽行踪，不让敌人觉察。现比喻事情终止或声势减弱。同偃旗息鼓”。
偃旗卧鼓,yǎnqíwògǔ,yanqiwogu,原指行军时隐蔽行踪，不让敌人觉察。现比喻事情终止或声势减弱。同偃旗息鼓”。
偃鼠饮河,yǎnshǔyǐnhé,yanshuyinhe,比喻所需极有限。
偃武崇文,yǎnwǔchóngwén,yanwuchongwen,停息武备，崇尚文教。
偃武觌文,yǎnwǔdíwén,yanwudiwen,停止武事，振兴文教。同偃武修文”。
偃武櫜兵,yǎnwǔgāobīng,yanwugaobing,停息武备，不事战争。同偃武息戈”。
偃武息戈,yǎnwǔxīgē,yanwuxige,停息武备，不事战争。
偃武兴文,yǎnwǔxīngwén,yanwuxingwen,停止武事，振兴文教。同偃武修文”。
偃武行文,yǎnwǔxíngwén,yanwuxingwen,停止武事，振兴文教。同偃武修文”。
偃武休兵,yǎnwǔxiūbīng,yanwuxiubing,停息武备，不事战争。同偃武息戈”。
掩鼻而过,yǎnbíérguò,yanbierguo,捂着鼻子走过去。形容对腥臭肮脏的东西的嫌恶。
掩鼻偷香,yǎnbítōuxiāng,yanbitouxiang,捂住鼻子去偷点燃的香。比喻自己欺骗自己。
掩恶扬美,yǎnèyángměi,yaneyangmei,指对待别人讳言其过恶，称扬其好处。同掩恶扬善”。
掩恶扬善,yǎnèyángshàn,yaneyangshan,指对待别人讳言其过恶，称扬其好处。
掩耳盗钟,yǎněrdàozhōng,yanerdaozhong,捂住耳朵偷钟。比喻自己欺骗自己。
掩耳偷铃,yǎněrtōulíng,yanertouling,比喻自己欺骗自己。同掩耳盗钟”。
掩骼埋窆,yǎngémáibiǎn,yangemaibian,指收葬暴露于野的尸骨。为古代的恤民之政。同掩骼埋胔”。
掩骼埋胔,yǎngémáizì,yangemaizi,指收葬暴露于野的尸骨。为古代的恤民之政。
掩过饰非,yǎnguòshìfēi,yanguoshifei,犹言文过饰非。掩饰过失、错误。
掩过扬善,yǎnguòyángshàn,yanguoyangshan,指对待别人讳言其过恶，称扬其好处。同掩恶扬善”。
掩口而笑,yǎnkǒuérxiào,yankouerxiao,掩捂。笑时捂住口，以防出声失礼。
掩口胡卢,yǎnkǒuhúlú,yankouhulu,胡卢笑貌。捂着嘴笑，指暗笑，窃笑。
掩口葫芦,yǎnkǒuhúlú,yankouhulu,捂着嘴笑。
掩口失声,yǎnkǒushīshēng,yankoushisheng,指忍不住笑出声来。
掩目捕雀,yǎnmùbǔquè,yanmubuque,遮着眼睛捉麻雀。比喻自己骗自己。
掩其不备,yǎnqíbùbèi,yanqibubei,掩掩袭。备防备。趁敌人毫无防备时进行突然袭击。亦作掩其无备”。
掩其无备,yǎnqíwúbèi,yanqiwubei,掩掩袭；备防备。称乘敌方毫无防备时进行突袭。
掩旗息鼓,yǎnqíxīgǔ,yanqixigu,①卷起军旗，停擂战鼓。指军队隐蔽行动，避免暴露目标。②比喻停止行动。
掩瑕藏疾,yǎnxiácángjí,yanxiacangji,掩遮盖。瑕玉上的斑点，比喻缺点。藏隐瞒。疾毛病，过错。掩盖缺点，隐瞒过错。
掩眼捕雀,yǎnyǎnbǔquè,yanyanbuque,遮着眼睛捉麻雀。比喻自己骗自己。同掩目捕雀”。
